,fixed acidity,volatile acidity,citric acid,chlorides,total sulfur dioxide,density,sulphates,alcohol,quality,good_wine
349,9.1,0.785,0.0,0.093,28.0,0.9994,0.86,9.4,6,1
350,10.7,0.67,0.22,0.107,34.0,1.0004,0.98,9.9,6,1
351,9.1,0.795,0.0,0.096,26.0,0.9994,0.83,9.4,6,1
352,7.7,0.665,0.0,0.09,19.0,0.9974,0.73,9.3,5,0
353,13.5,0.53,0.79,0.12,77.0,1.0018,0.77,13.0,5,0
354,6.1,0.21,0.4,0.066,165.0,0.9912,0.59,11.9,6,1
355,6.7,0.75,0.01,0.078,32.0,0.9955,0.61,12.8,6,1
356,11.5,0.41,0.52,0.08,55.0,1.0001,0.88,11.0,5,0
357,10.5,0.42,0.66,0.116,29.0,0.997,0.75,11.7,7,1
358,11.9,0.43,0.66,0.109,23.0,1.0,0.85,10.4,7,1
359,12.6,0.38,0.66,0.08800000000000001,41.0,1.001,0.68,9.8,6,1
360,8.2,0.7,0.23,0.099,81.0,0.9973,0.7,9.4,5,0
361,8.6,0.45,0.31,0.086,50.0,0.9982,0.91,9.9,6,1
362,11.9,0.58,0.66,0.07200000000000001,37.0,0.9992,0.56,10.0,5,0
363,12.5,0.46,0.63,0.071,15.0,0.9988,0.87,10.2,5,0
364,12.8,0.615,0.66,0.083,42.0,1.0022,0.73,10.0,7,1
365,10.0,0.42,0.5,0.107,21.0,0.9979,0.93,11.8,6,1
366,12.8,0.615,0.66,0.083,42.0,1.0022,0.73,10.0,7,1
367,10.4,0.575,0.61,0.076,24.0,1.0,0.69,9.0,5,0
368,10.3,0.34,0.52,0.159,75.0,0.9998,0.64,9.4,5,0
369,9.4,0.27,0.53,0.07400000000000001,18.0,0.9962,1.13,12.0,7,1
370,6.9,0.765,0.02,0.063,63.0,0.9975,0.78,9.9,5,0
371,7.9,0.24,0.4,0.056,25.0,0.9967,0.87,8.7,6,1
372,9.1,0.28,0.48,0.067,46.0,0.9967,1.04,10.6,6,1
373,7.4,0.55,0.22,0.106,72.0,0.9959,0.63,9.2,5,0
374,14.0,0.41,0.63,0.08900000000000001,47.0,1.0014,0.81,10.8,6,1
375,11.5,0.54,0.71,0.124,15.0,0.9984,0.83,11.8,7,1
376,11.5,0.45,0.5,0.078,47.0,1.0003,1.11,11.0,6,1
377,9.4,0.27,0.53,0.07400000000000001,18.0,0.9962,1.13,12.0,7,1
378,11.4,0.625,0.66,0.08800000000000001,24.0,0.9988,0.99,13.3,6,1
379,8.3,0.42,0.38,0.094,60.0,0.9979,0.7,10.8,6,1
380,8.3,0.26,0.42,0.08,27.0,0.9974,0.8,9.4,6,1
381,13.7,0.415,0.68,0.085,43.0,1.0014,0.8,10.0,6,1
382,8.3,0.26,0.42,0.08,27.0,0.9974,0.8,9.4,6,1
383,8.3,0.26,0.42,0.08,27.0,0.9974,0.8,9.4,6,1
384,7.7,0.51,0.28,0.087,54.0,0.998,0.74,9.2,5,0
385,7.4,0.63,0.07,0.09,37.0,0.9979,0.76,9.7,6,1
386,7.8,0.54,0.26,0.08800000000000001,48.0,0.9981,0.74,9.2,6,1
387,8.3,0.66,0.15,0.079,42.0,0.9972,0.54,9.6,6,1
388,7.8,0.46,0.26,0.08800000000000001,53.0,0.9981,0.74,9.2,6,1
389,9.6,0.38,0.31,0.096,49.0,0.9982,0.7,10.0,7,1
390,5.6,0.85,0.05,0.045,88.0,0.9924,0.82,12.9,8,1
391,13.7,0.415,0.68,0.085,43.0,1.0014,0.8,10.0,6,1
392,9.5,0.37,0.52,0.08199999999999999,26.0,0.998,0.51,9.5,5,0
393,8.4,0.665,0.61,0.112,95.0,0.997,0.54,9.1,5,0
394,12.7,0.6,0.65,0.063,25.0,0.9997,0.57,9.9,5,0
395,12.0,0.37,0.76,0.066,38.0,1.0004,0.6,13.0,7,1
396,6.6,0.735,0.02,0.122,124.0,0.9994,0.53,9.9,5,0
397,11.5,0.59,0.59,0.087,49.0,0.9988,0.65,11.0,6,1
398,11.5,0.59,0.59,0.087,49.0,0.9988,0.65,11.0,6,1
399,8.7,0.765,0.22,0.064,42.0,0.9963,0.55,9.4,5,0
400,6.6,0.735,0.02,0.122,124.0,0.9994,0.53,9.9,5,0
401,7.7,0.26,0.3,0.059,38.0,0.9949,0.47,10.8,6,1
402,12.2,0.48,0.54,0.085,64.0,1.0,0.61,10.5,6,1
403,11.4,0.6,0.49,0.085,41.0,0.9994,0.63,10.5,6,1
404,7.7,0.69,0.05,0.075,27.0,0.9974,0.61,9.1,5,0
405,8.7,0.31,0.46,0.059,25.0,0.9966,0.76,10.1,6,1
406,9.8,0.44,0.47,0.063,28.0,0.9981,0.65,10.8,6,1
407,12.0,0.39,0.66,0.093,30.0,0.9996,0.63,10.8,7,1
408,10.4,0.34,0.58,0.174,16.0,0.997,0.7,11.3,6,1
409,12.5,0.46,0.49,0.07,49.0,0.9981,0.57,9.6,4,0
410,9.0,0.43,0.34,0.08,86.0,0.9987,0.62,9.5,6,1
411,9.1,0.45,0.35,0.08,78.0,0.9987,0.62,9.5,5,0
412,7.1,0.735,0.16,0.1,77.0,0.9966,0.64,9.3,5,0
413,9.9,0.4,0.53,0.097,19.0,0.9986,0.82,11.7,7,1
414,8.8,0.52,0.34,0.087,122.0,0.9982,0.61,9.5,5,0
415,8.6,0.725,0.24,0.117,134.0,1.0014,1.07,9.3,5,0
416,10.6,0.48,0.64,0.111,20.0,0.997,0.66,11.7,6,1
417,7.0,0.58,0.12,0.091,124.0,0.9956,0.48,10.5,5,0
418,11.9,0.38,0.51,0.121,20.0,0.9996,0.76,10.4,6,1
419,6.8,0.77,0.0,0.066,52.0,0.9976,0.68,9.9,5,0
420,9.5,0.56,0.33,0.08900000000000001,67.0,0.9972,0.73,11.8,7,1
421,6.6,0.84,0.03,0.059,48.0,0.9952,0.56,12.3,7,1
422,7.7,0.96,0.2,0.047,60.0,0.9955,0.44,10.9,5,0
423,10.5,0.24,0.47,0.066,24.0,0.9978,0.9,11.0,7,1
424,7.7,0.96,0.2,0.047,60.0,0.9955,0.44,10.9,5,0
425,6.6,0.84,0.03,0.059,48.0,0.9952,0.56,12.3,7,1
426,6.4,0.67,0.08,0.045,48.0,0.9949,0.49,11.4,6,1
427,9.5,0.78,0.22,0.077,32.0,0.9988,0.56,10.6,6,1
428,9.1,0.52,0.33,0.07,30.0,0.9978,0.6,9.3,5,0
429,12.8,0.84,0.63,0.08800000000000001,35.0,0.9997,0.6,10.4,6,1
430,10.5,0.24,0.47,0.066,24.0,0.9978,0.9,11.0,7,1
431,7.8,0.55,0.35,0.07400000000000001,66.0,0.9974,0.56,9.2,5,0
432,11.9,0.37,0.69,0.078,24.0,0.9958,0.65,12.8,6,1
433,12.3,0.39,0.63,0.091,18.0,1.0004,0.49,9.5,5,0
434,10.4,0.41,0.55,0.076,54.0,0.9996,0.89,9.9,6,1
435,12.3,0.39,0.63,0.091,18.0,1.0004,0.49,9.5,5,0
436,8.0,0.67,0.3,0.06,62.0,0.9958,0.56,10.2,6,1
437,11.1,0.45,0.73,0.066,22.0,0.9986,0.66,11.2,6,1
438,10.4,0.41,0.55,0.076,54.0,0.9996,0.89,9.9,6,1
439,7.0,0.62,0.18,0.062,50.0,0.9951,0.6,9.3,5,0
440,12.6,0.31,0.72,0.07200000000000001,29.0,0.9987,0.82,9.8,8,1
441,11.9,0.4,0.65,0.068,27.0,0.9988,0.68,11.3,6,1
442,15.6,0.685,0.76,0.1,43.0,1.0032,0.68,11.2,7,1
443,10.0,0.44,0.49,0.077,19.0,0.9963,0.63,11.6,7,1
444,5.3,0.57,0.01,0.054000000000000006,27.0,0.9934,0.84,12.5,7,1
445,9.5,0.735,0.1,0.079,31.0,0.9986,0.56,10.1,6,1
446,12.5,0.38,0.6,0.081,72.0,0.9996,0.73,10.5,5,0
447,9.3,0.48,0.29,0.127,16.0,0.9968,0.72,11.2,5,0
448,8.6,0.53,0.22,0.1,27.0,0.9967,0.56,10.2,6,1
449,11.9,0.39,0.69,0.095,35.0,0.9994,0.61,10.8,6,1
450,11.9,0.39,0.69,0.095,35.0,0.9994,0.61,10.8,6,1
451,8.4,0.37,0.53,0.413,26.0,0.9979,1.06,9.1,6,1
452,6.8,0.56,0.03,0.084,35.0,0.9968,0.63,10.0,6,1
453,10.4,0.33,0.63,0.084,22.0,0.9998,0.74,11.2,7,1
454,7.0,0.23,0.4,0.063,67.0,0.9952,0.63,11.1,5,0
455,11.3,0.62,0.67,0.086,19.0,0.9988,0.69,13.4,8,1
456,8.9,0.59,0.39,0.095,22.0,0.9986,0.58,10.3,5,0
457,9.2,0.63,0.21,0.097,65.0,0.9988,0.58,9.6,5,0
458,10.4,0.33,0.63,0.084,22.0,0.9998,0.74,11.2,7,1
459,11.6,0.58,0.66,0.07400000000000001,47.0,1.0008,0.57,9.0,3,0
460,9.2,0.43,0.52,0.083,23.0,0.9976,0.61,11.3,6,1
461,8.3,0.615,0.22,0.087,19.0,0.9982,0.61,9.3,5,0
462,11.0,0.26,0.68,0.085,25.0,0.997,0.61,11.8,5,0
463,8.1,0.66,0.7,0.098,129.0,0.9972,0.53,9.0,5,0
464,11.5,0.315,0.54,0.084,15.0,0.9987,0.7,9.2,6,1
465,10.0,0.29,0.4,0.098,26.0,1.0006,0.91,9.7,5,0
466,10.3,0.5,0.42,0.069,51.0,0.9982,0.72,11.5,6,1
467,8.8,0.46,0.45,0.065,18.0,0.9947,0.79,14.0,6,1
468,11.4,0.36,0.69,0.09,21.0,1.0,0.62,9.2,6,1
469,8.7,0.82,0.02,0.07,48.0,0.9952,0.58,9.8,5,0
470,13.0,0.32,0.65,0.093,47.0,0.9996,0.61,10.6,5,0
471,9.6,0.54,0.42,0.081,52.0,0.997,0.71,11.4,6,1
472,12.5,0.37,0.55,0.083,68.0,0.9995,0.82,10.4,6,1
473,9.9,0.35,0.55,0.062,14.0,0.9971,0.79,10.6,5,0
474,10.5,0.28,0.51,0.08,24.0,0.9982,0.89,9.4,6,1
475,9.6,0.68,0.24,0.087,28.0,0.9988,0.6,10.2,5,0
476,9.3,0.27,0.41,0.091,16.0,0.998,0.7,9.7,5,0
477,10.4,0.24,0.49,0.075,20.0,0.9977,1.06,11.0,6,1
478,9.6,0.68,0.24,0.087,28.0,0.9988,0.6,10.2,5,0
479,9.4,0.685,0.11,0.077,31.0,0.9984,0.7,10.1,6,1
480,10.6,0.28,0.39,0.069,23.0,1.0026,0.66,9.2,5,0
481,9.4,0.3,0.56,0.08,17.0,0.9964,0.92,11.7,8,1
482,10.6,0.36,0.59,0.152,18.0,0.9986,1.05,9.4,5,0
483,10.6,0.36,0.6,0.152,18.0,0.9986,1.06,9.4,5,0
484,10.6,0.44,0.68,0.114,24.0,0.997,0.66,13.4,6,1
485,10.2,0.67,0.39,0.054000000000000006,17.0,0.9976,0.47,10.0,5,0
486,10.2,0.67,0.39,0.054000000000000006,17.0,0.9976,0.47,10.0,5,0
487,10.2,0.645,0.36,0.053,14.0,0.9982,0.42,10.0,6,1
488,11.6,0.32,0.55,0.081,67.0,1.0002,0.92,10.8,7,1
489,9.3,0.39,0.4,0.073,26.0,0.9984,0.75,10.2,6,1
490,9.3,0.775,0.27,0.078,56.0,0.9984,0.67,10.6,6,1
491,9.2,0.41,0.5,0.055,25.0,0.9952,0.79,13.3,7,1
492,8.9,0.4,0.51,0.052000000000000005,27.0,0.995,0.9,13.4,7,1
493,8.7,0.69,0.31,0.086,81.0,1.0002,0.74,11.6,6,1
494,6.5,0.39,0.23,0.051,91.0,0.9952,0.55,12.1,6,1
495,10.7,0.35,0.53,0.07,16.0,0.9972,0.65,11.0,8,1
496,7.8,0.52,0.25,0.081,38.0,0.9984,0.65,9.0,6,1
497,7.2,0.34,0.32,0.09,113.0,0.9966,0.79,11.1,5,0
498,10.7,0.35,0.53,0.07,16.0,0.9972,0.65,11.0,8,1
499,8.7,0.69,0.31,0.086,81.0,1.0002,0.74,11.6,6,1
500,7.8,0.52,0.25,0.081,38.0,0.9984,0.65,9.0,6,1
501,10.4,0.44,0.73,0.07400000000000001,76.0,0.999,0.85,12.0,7,1
502,10.4,0.44,0.73,0.07400000000000001,76.0,0.999,0.85,12.0,7,1
503,10.5,0.26,0.47,0.078,24.0,0.9976,1.04,10.9,7,1
504,10.5,0.24,0.42,0.077,22.0,0.9976,1.05,10.8,7,1
505,10.2,0.49,0.63,0.07200000000000001,26.0,0.9968,0.78,12.5,7,1
506,10.4,0.24,0.46,0.075,21.0,0.9976,1.02,10.8,7,1
507,11.2,0.67,0.55,0.084,13.0,1.0,0.71,9.5,6,1
508,10.0,0.59,0.31,0.09,62.0,0.9994,0.63,10.2,6,1
509,13.3,0.29,0.75,0.084,43.0,0.9986,0.68,11.4,7,1
510,12.4,0.42,0.49,0.073,43.0,0.9978,0.61,9.5,5,0
511,10.0,0.59,0.31,0.09,62.0,0.9994,0.63,10.2,6,1
512,10.7,0.4,0.48,0.125,49.0,0.998,0.81,9.7,6,1
513,10.5,0.51,0.64,0.107,15.0,0.9973,0.66,11.8,7,1
514,10.5,0.51,0.64,0.107,15.0,0.9973,0.66,11.8,7,1
515,8.5,0.655,0.49,0.122,151.0,1.001,1.14,9.3,5,0
516,12.5,0.6,0.49,0.1,14.0,1.001,0.74,11.9,6,1
517,10.4,0.61,0.49,0.2,16.0,0.9994,0.63,8.4,3,0
518,10.9,0.21,0.49,0.08800000000000001,32.0,0.9972,0.68,11.7,6,1
519,7.3,0.365,0.49,0.08800000000000001,106.0,0.9966,0.78,11.0,5,0
520,9.8,0.25,0.49,0.08800000000000001,33.0,0.9982,0.9,10.0,6,1
521,7.6,0.41,0.49,0.08800000000000001,43.0,0.998,0.64,9.1,5,0
522,8.2,0.39,0.49,0.099,133.0,0.9979,0.99,9.8,5,0
523,9.3,0.4,0.49,0.085,142.0,0.9978,0.55,9.4,5,0
524,9.2,0.43,0.49,0.086,116.0,0.9976,0.64,9.5,5,0
525,10.4,0.64,0.24,0.105,53.0,0.9998,0.67,9.9,5,0
526,7.3,0.365,0.49,0.08800000000000001,106.0,0.9966,0.78,11.0,5,0
527,7.0,0.38,0.49,0.097,85.0,0.9962,0.77,11.4,6,1
528,8.2,0.42,0.49,0.084,55.0,0.9988,0.75,8.7,6,1
529,9.9,0.63,0.24,0.077,33.0,0.9974,0.57,9.4,5,0
530,9.1,0.22,0.24,0.078,28.0,0.999,0.87,10.3,6,1
531,11.9,0.38,0.49,0.098,42.0,1.0004,0.61,10.3,5,0
532,11.9,0.38,0.49,0.098,42.0,1.0004,0.61,10.3,5,0
533,10.3,0.27,0.24,0.07200000000000001,33.0,0.9956,0.66,12.8,6,1
534,10.0,0.48,0.24,0.102,32.0,1.0,0.56,10.0,6,1
535,9.1,0.22,0.24,0.078,28.0,0.999,0.87,10.3,6,1
536,9.9,0.63,0.24,0.077,33.0,0.9974,0.57,9.4,5,0
537,8.1,0.825,0.24,0.084,13.0,0.9972,0.77,10.7,6,1
538,12.9,0.35,0.49,0.066,35.0,1.0014,0.66,12.0,7,1
539,11.2,0.5,0.74,0.1,17.0,0.9996,0.62,11.2,5,0
540,9.2,0.59,0.24,0.101,47.0,0.9988,0.67,9.6,5,0
541,9.5,0.46,0.49,0.064,17.0,0.9988,0.73,11.0,6,1
542,9.3,0.715,0.24,0.07,20.0,0.9966,0.59,9.9,5,0
543,11.2,0.66,0.24,0.085,53.0,0.9993,0.72,11.0,6,1
544,14.3,0.31,0.74,0.075,15.0,1.0008,0.79,8.4,6,1
545,9.1,0.47,0.49,0.094,106.0,0.9982,0.59,9.1,5,0
546,7.5,0.55,0.24,0.078,28.0,0.9983,0.78,9.5,6,1
547,10.6,0.31,0.49,0.067,21.0,0.9987,0.86,10.7,6,1
548,12.4,0.35,0.49,0.079,69.0,0.9994,0.75,10.4,6,1
549,9.0,0.53,0.49,0.171,25.0,0.9975,0.61,9.4,6,1
550,6.8,0.51,0.01,0.07400000000000001,25.0,0.9958,0.56,9.5,6,1
551,9.4,0.43,0.24,0.092,45.0,0.998,0.73,10.0,6,1
552,9.5,0.46,0.24,0.092,44.0,0.998,0.74,10.0,6,1
553,5.0,1.04,0.24,0.05,96.0,0.9934,0.62,11.5,5,0
554,15.5,0.645,0.49,0.095,23.0,1.00315,0.74,11.1,5,0
555,15.5,0.645,0.49,0.095,23.0,1.00315,0.74,11.1,5,0
556,10.9,0.53,0.49,0.118,17.0,1.0002,0.56,11.7,6,1
557,15.6,0.645,0.49,0.095,23.0,1.00315,0.74,11.1,5,0
558,10.9,0.53,0.49,0.118,17.0,1.0002,0.56,11.7,6,1
559,13.0,0.47,0.49,0.085,47.0,1.0021,0.68,12.7,6,1
560,12.7,0.6,0.49,0.075,19.0,0.9994,0.57,11.4,5,0
561,9.0,0.44,0.49,0.078,121.0,0.9978,0.58,9.2,5,0
562,9.0,0.54,0.49,0.094,110.0,0.9982,0.61,9.2,5,0
563,7.6,0.29,0.49,0.092,60.0,0.9971,0.61,10.1,6,1
564,13.0,0.47,0.49,0.085,47.0,1.0021,0.68,12.7,6,1
565,12.7,0.6,0.49,0.075,19.0,0.9994,0.57,11.4,5,0
566,8.7,0.7,0.24,0.226,15.0,0.9991,0.6,9.0,6,1
567,8.7,0.7,0.24,0.226,15.0,0.9991,0.6,9.0,6,1
568,9.8,0.5,0.49,0.25,20.0,0.999,0.79,10.7,6,1
569,6.2,0.36,0.24,0.095,42.0,0.9946,0.57,11.7,6,1
570,11.5,0.35,0.49,0.07,37.0,1.0003,0.91,11.0,6,1
571,6.2,0.36,0.24,0.095,42.0,0.9946,0.57,11.7,6,1
572,10.2,0.24,0.49,0.075,28.0,0.9978,0.61,10.4,5,0
573,10.5,0.59,0.49,0.07,47.0,0.9991,0.56,9.6,4,0
574,10.6,0.34,0.49,0.078,78.0,0.9992,0.7,10.0,6,1
575,12.3,0.27,0.49,0.079,46.0,0.9993,0.8,10.2,6,1
576,9.9,0.5,0.24,0.103,14.0,0.9978,0.52,10.0,4,0
577,8.8,0.44,0.49,0.083,111.0,0.9982,0.6,9.5,5,0
578,8.8,0.47,0.49,0.085,110.0,0.9982,0.6,9.8,5,0
579,10.6,0.31,0.49,0.063,40.0,0.9976,0.51,9.8,6,1
580,12.3,0.5,0.49,0.08900000000000001,14.0,1.0002,0.44,9.6,5,0
581,12.3,0.5,0.49,0.08900000000000001,14.0,1.0002,0.44,9.6,5,0
582,11.7,0.49,0.49,0.083,15.0,1.0,0.43,9.2,5,0
583,12.0,0.28,0.49,0.07400000000000001,21.0,0.9976,0.66,9.9,7,1
584,11.8,0.33,0.49,0.093,80.0,1.0002,0.76,10.7,7,1
585,7.6,0.51,0.24,0.091,38.0,0.998,0.66,9.6,6,1
586,11.1,0.31,0.49,0.094,47.0,0.9986,1.02,10.6,7,1
587,7.3,0.73,0.24,0.108,102.0,0.9967,0.59,9.3,5,0
588,5.0,0.42,0.24,0.06,50.0,0.9917,0.74,14.0,8,1
589,10.2,0.29,0.49,0.059,13.0,0.9976,0.74,10.5,7,1
590,9.0,0.45,0.49,0.084,75.0,0.9987,0.57,9.7,5,0
591,6.6,0.39,0.49,0.07,149.0,0.9922,0.5,11.5,6,1
592,9.0,0.45,0.49,0.084,75.0,0.9987,0.57,9.7,5,0
593,9.9,0.49,0.58,0.094,43.0,1.0004,0.58,9.0,5,0
594,7.9,0.72,0.17,0.096,38.0,0.9978,0.53,9.5,5,0
595,8.9,0.595,0.41,0.086,109.0,0.9998,0.57,9.3,5,0
596,12.4,0.4,0.51,0.059,24.0,0.9994,0.6,9.3,6,1
597,11.9,0.58,0.58,0.071,18.0,0.998,0.63,10.0,6,1
598,8.5,0.585,0.18,0.078,30.0,0.9967,0.48,9.8,6,1
599,12.7,0.59,0.45,0.08199999999999999,22.0,1.0,0.7,9.3,6,1
600,8.2,0.915,0.27,0.08800000000000001,23.0,0.9962,0.47,10.0,4,0
601,13.2,0.46,0.52,0.071,35.0,1.0006,0.56,9.0,6,1
602,7.7,0.835,0.0,0.081,14.0,0.9975,0.52,9.3,5,0
603,13.2,0.46,0.52,0.071,35.0,1.0006,0.56,9.0,6,1
604,8.3,0.58,0.13,0.096,63.0,0.9984,0.62,9.1,6,1
605,8.3,0.6,0.13,0.085,24.0,0.9984,0.59,9.2,6,1
606,9.4,0.41,0.48,0.07200000000000001,20.0,0.9973,0.79,12.2,7,1
607,8.8,0.48,0.41,0.092,52.0,0.9982,0.53,10.5,6,1
608,10.1,0.65,0.37,0.11,65.0,1.0026,0.64,10.4,6,1
609,6.3,0.36,0.19,0.075,39.0,0.9956,0.52,12.7,6,1
610,8.8,0.24,0.54,0.083,57.0,0.9983,0.54,9.2,5,0
611,13.2,0.38,0.55,0.081,16.0,1.0006,0.54,9.4,5,0
612,7.5,0.64,0.0,0.077,29.0,0.9965,0.6,10.0,6,1
613,8.2,0.39,0.38,0.058,29.0,0.9962,0.74,9.8,5,0
614,9.2,0.755,0.18,0.14800000000000002,103.0,0.9969,1.36,10.2,6,1
615,9.6,0.6,0.5,0.079,71.0,0.9997,0.57,9.7,5,0
616,9.6,0.6,0.5,0.079,71.0,0.9997,0.57,9.7,5,0
617,11.5,0.31,0.51,0.079,28.0,0.9982,0.93,9.8,6,1
618,11.4,0.46,0.5,0.122,17.0,1.0006,0.7,10.2,5,0
619,11.3,0.37,0.41,0.08800000000000001,16.0,0.9988,0.8,9.3,5,0
620,8.3,0.54,0.24,0.076,112.0,0.9976,0.61,9.4,5,0
621,8.2,0.56,0.23,0.078,104.0,0.9976,0.62,9.4,5,0
622,10.0,0.58,0.22,0.08,32.0,0.9974,0.55,9.5,5,0
623,7.9,0.51,0.25,0.077,45.0,0.9974,0.96,12.1,6,1
624,6.8,0.69,0.0,0.124,58.0,0.9997,0.72,10.2,5,0
625,6.8,0.69,0.0,0.124,58.0,0.9997,0.72,10.2,5,0
626,8.8,0.6,0.29,0.098,15.0,0.9988,0.49,9.1,5,0
627,8.8,0.6,0.29,0.098,15.0,0.9988,0.49,9.1,5,0
628,8.7,0.54,0.26,0.097,31.0,0.9976,0.6,9.3,6,1
629,7.6,0.685,0.23,0.111,84.0,0.9964,0.61,9.3,5,0
630,8.7,0.54,0.26,0.097,31.0,0.9976,0.6,9.3,6,1
631,10.4,0.28,0.54,0.105,19.0,0.9988,0.63,9.5,5,0
632,7.6,0.41,0.14,0.087,43.0,0.9964,0.57,10.5,6,1
633,10.1,0.935,0.22,0.105,86.0,1.001,0.64,11.3,4,0
634,7.9,0.35,0.21,0.073,102.0,0.9964,0.58,9.5,5,0
635,8.7,0.84,0.0,0.065,33.0,0.9954,0.55,9.7,5,0
636,9.6,0.88,0.28,0.086,147.0,0.9979,0.53,9.4,5,0
637,9.5,0.885,0.27,0.084,145.0,0.9978,0.53,9.4,5,0
638,7.7,0.915,0.12,0.14300000000000002,23.0,0.9964,0.65,10.2,7,1
639,8.9,0.29,0.35,0.067,57.0,0.997,1.36,10.3,6,1
640,9.9,0.54,0.45,0.071,40.0,0.9991,0.62,9.4,5,0
641,9.5,0.59,0.44,0.071,68.0,0.9992,0.63,9.5,5,0
642,9.9,0.54,0.45,0.071,40.0,0.9991,0.62,9.4,5,0
643,9.5,0.59,0.44,0.071,68.0,0.9992,0.63,9.5,5,0
644,9.9,0.54,0.45,0.071,40.0,0.9991,0.62,9.4,5,0
645,7.8,0.64,0.1,0.115,11.0,0.9984,0.69,10.1,7,1
646,7.3,0.67,0.05,0.107,20.0,0.9972,0.63,10.1,5,0
647,8.3,0.845,0.01,0.07,14.0,0.9967,0.58,11.0,4,0
648,8.7,0.48,0.3,0.066,28.0,0.9964,0.67,11.2,7,1
649,6.7,0.42,0.27,0.068,148.0,0.9948,0.57,11.3,6,1
650,10.7,0.43,0.39,0.106,32.0,0.9986,0.5,9.6,5,0
651,9.8,0.88,0.25,0.104,155.0,1.001,0.67,11.2,5,0
652,15.9,0.36,0.65,0.096,71.0,0.9976,0.84,14.9,5,0
653,9.4,0.33,0.59,0.079,30.0,0.9976,0.54,12.0,6,1
654,8.6,0.47,0.47,0.07400000000000001,29.0,0.9979,0.46,9.5,5,0
655,9.7,0.55,0.17,0.087,53.0,1.0004,0.61,9.4,5,0
656,10.7,0.43,0.39,0.106,32.0,0.9986,0.5,9.6,5,0
657,12.0,0.5,0.59,0.073,42.0,0.998,0.68,10.5,7,1
658,7.2,0.52,0.07,0.07400000000000001,20.0,0.9973,0.81,9.6,6,1
659,7.1,0.84,0.02,0.096,13.0,0.997,0.57,11.0,4,0
660,7.2,0.52,0.07,0.07400000000000001,20.0,0.9973,0.81,9.6,6,1
661,7.5,0.42,0.31,0.08,42.0,0.9978,0.64,9.0,5,0
662,7.2,0.57,0.06,0.076,27.0,0.9972,0.7,9.6,6,1
663,10.1,0.28,0.46,0.05,13.0,0.9974,0.79,10.2,6,1
664,12.1,0.4,0.52,0.092,54.0,1.0,0.66,10.2,5,0
665,9.4,0.59,0.14,0.084,48.0,0.9981,0.56,9.7,5,0
666,8.3,0.49,0.36,0.222,16.0,0.998,0.6,9.5,6,1
667,11.3,0.34,0.45,0.08199999999999999,15.0,0.9988,0.66,9.2,6,1
668,10.0,0.73,0.43,0.059,31.0,0.9966,0.57,11.0,5,0
669,11.3,0.34,0.45,0.08199999999999999,15.0,0.9988,0.66,9.2,6,1
670,6.9,0.4,0.24,0.083,45.0,0.9959,0.58,10.0,5,0
671,8.2,0.73,0.21,0.07400000000000001,13.0,0.9968,0.52,9.5,5,0
672,9.8,1.24,0.34,0.079,151.0,0.998,0.53,9.5,5,0
673,8.2,0.73,0.21,0.07400000000000001,13.0,0.9968,0.52,9.5,5,0
674,10.8,0.4,0.41,0.084,17.0,0.9984,0.67,9.3,6,1
675,9.3,0.41,0.39,0.064,31.0,0.9984,0.65,10.2,5,0
676,10.8,0.4,0.41,0.084,17.0,0.9984,0.67,9.3,6,1
677,8.6,0.8,0.11,0.084,31.0,0.9979,0.48,9.9,5,0
678,8.3,0.78,0.1,0.081,87.0,0.9983,0.53,10.0,5,0
679,10.8,0.26,0.45,0.06,49.0,0.9972,0.54,9.6,5,0
680,13.3,0.43,0.58,0.07,40.0,1.0004,0.49,9.0,5,0
681,8.0,0.45,0.23,0.094,29.0,0.9962,0.49,10.2,6,1
682,8.5,0.46,0.31,0.078,58.0,0.998,0.54,9.8,5,0
683,8.1,0.78,0.23,0.059,15.0,0.997,0.56,11.3,5,0
684,9.8,0.98,0.32,0.078,152.0,0.998,0.48,9.4,5,0
685,8.1,0.78,0.23,0.059,15.0,0.997,0.56,11.3,5,0
686,7.1,0.65,0.18,0.07,40.0,0.997,0.6,9.1,5,0
687,9.1,0.64,0.23,0.095,38.0,0.9998,0.59,9.7,5,0
688,7.7,0.66,0.04,0.039,9.0,0.9962,0.47,9.4,5,0
689,8.1,0.38,0.48,0.157,17.0,0.9976,1.05,9.4,5,0
690,7.4,1.185,0.0,0.097,14.0,0.9966,0.54,10.7,3,0
691,9.2,0.92,0.24,0.087,93.0,0.9998,0.54,9.8,5,0
692,8.6,0.49,0.51,0.422,62.0,0.9979,1.17,9.0,5,0
693,9.0,0.48,0.32,0.084,122.0,0.9984,0.62,9.4,5,0
694,9.0,0.47,0.31,0.084,125.0,0.9984,0.61,9.4,5,0
695,5.1,0.47,0.02,0.034,44.0,0.9921,0.62,12.8,6,1
696,7.0,0.65,0.02,0.066,25.0,0.9972,0.67,9.5,6,1
697,7.0,0.65,0.02,0.066,25.0,0.9972,0.67,9.5,6,1
698,9.4,0.615,0.28,0.087,72.0,1.0001,0.53,9.7,5,0
699,11.8,0.38,0.55,0.071,19.0,0.9986,0.62,10.8,6,1
700,10.6,1.02,0.43,0.076,88.0,0.9984,0.57,10.1,6,1
701,7.0,0.65,0.02,0.066,25.0,0.9972,0.67,9.5,6,1
